Date of Race,Time,Track,Horse,Distance,Place,Industry SP,Betfair SP,Predicted_Win_Probability,Race_ID,Predicted_Rank,Top_3_Flag,Odds_To_Use,Expected_Value,Field_Size,Kelly_Fraction,Reject_Reason,Winrate_Threshold,Bet_Placed,Stake,Actual_Result,Bet_Return,Bankroll_After_Race,Max_Bankroll,Drawdown,R_Multiple
2023-07-06,19:50:00,NEWBURY,Daahes,7f,4.0,7.5,9.69,0.13872915636951175,2023-07-06_19:50:00,2.0,True,7.5,0.04046867277133814,7,0.006225949657128945,,0,True,100.0,0,-100.0,11000.0,11200.0,200.0,-1.0
2023-07-06,19:50:00,NEWBURY,Snuggle,7f,2.0,9.0,10.84,0.11407611977640986,2023-07-06_19:50:00,4.0,False,9.0,0.02668507798768871,7,0.0033356347484610888,,0,True,100.0,0,-100.0,11000.0,11200.0,200.0,-1.0
2023-07-06,20:25:00,NEWBURY,Graham,1m2f,2.0,4.33,4.8,0.21469121668714902,2023-07-06_20:25:00,2.0,True,4.33,-0.07038703174464467,7,-0.021137246770163563,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,11000.0,11200.0,200.0,0.0
2023-07-06,20:25:00,NEWBURY,Pure Gold,1m2f,4.0,7.0,7.0,0.14258730263697428,2023-07-06_20:25:00,4.0,False,7.0,-0.0018888815411800541,7,-0.0003148135901966757,kelly_low|ev_low|,0,False,100.0,0,0.0,11000.0,11200.0,200.0,0.0
2023-07-13,19:50:00,NEWBURY,Fleet Admiral,1m2f,4.0,6.5,8.2,0.27210029149079584,2023-07-13_19:50:00,2.0,True,6.5,0.7686518946901729,7,0.1397548899436678,,0,True,153.7303789380346,0,-153.7303789380346,10746.269621061965,11200.0,453.73037893803485,-1.0
2023-07-13,19:50:00,NEWBURY,Esmeray,1m2f,3.0,13.0,16.4,0.0959124739989943,2023-07-13_19:50:00,4.0,False,13.0,0.246862161986926,7,0.020571846832243834,,0,True,100.0,0,-100.0,10746.269621061965,11200.0,453.73037893803485,-1.0
2023-07-21,16:10:00,NEWBURY,Flower Of Dubai,1m5½f,4.0,4.6,5.63,0.20885057655091088,2023-07-21_16:10:00,2.0,True,4.6,-0.03928734786581001,7,-0.010913152184947225,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,10746.269621061965,11200.0,453.73037893803485,0.0
2023-07-21,16:10:00,NEWBURY,Night Sparkle,1m5½f,1.0,5.5,6.5,0.1261827425895051,2023-07-21_16:10:00,4.0,False,5.5,-0.305994915757722,7,-0.06799887016838266,kelly_low|ev_low|,0,False,100.0,1,0.0,10746.269621061965,11200.0,453.73037893803485,0.0
2023-08-18,16:55:00,NEWBURY,Mrembo,1m2f,6.0,6.5,6.46,0.19385835178375194,2023-08-18_16:55:00,2.0,True,6.5,0.2600792865943877,7,0.04728714301716141,,0,True,100.0,0,-100.0,10646.269621061965,11200.0,553.7303789380348,-1.0
2023-08-18,16:55:00,NEWBURY,Carp Kid,1m2f,5.0,8.0,9.8,0.11479357543838131,2023-08-18_16:55:00,4.0,False,8.0,-0.0816513964929495,7,-0.0116644852132785,kelly_low|ev_low|,0,False,100.0,0,0.0,10646.269621061965,11200.0,553.7303789380348,0.0
2023-08-19,13:50:00,NEWBURY,Klondike,1m5½f,7.0,5.5,6.2,0.24879193965224503,2023-08-19_13:50:00,2.0,True,5.5,0.36835566808734754,7,0.08185681513052168,,0,True,100.0,0,-100.0,10446.269621061965,11200.0,753.7303789380348,-1.0
2023-08-19,13:50:00,NEWBURY,Kemari,1m5½f,5.0,8.0,8.88,0.13942995581090656,2023-08-19_13:50:00,4.0,False,8.0,0.11543964648725247,7,0.016491378069607494,,0,True,100.0,0,-100.0,10446.269621061965,11200.0,753.7303789380348,-1.0
2023-09-22,16:10:00,NEWBURY,Aldaary,7f,2.0,1.73,1.93,0.3263945395749131,2023-09-22_16:10:00,2.0,True,1.73,-0.4353374465354004,7,-0.5963526664868499,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,10446.269621061965,11200.0,753.7303789380348,0.0
2023-09-22,16:10:00,NEWBURY,Popmaster,7f,1.0,13.0,18.65,0.06761465510367103,2023-09-22_16:10:00,4.0,False,13.0,-0.1210094836522767,7,-0.010084123637689726,kelly_low|ev_low|,0,False,100.0,1,0.0,10446.269621061965,11200.0,753.7303789380348,0.0
2023-09-22,17:20:00,NEWBURY,Concorde,1m2f,1.0,4.0,5.39,0.15246221194543197,2023-09-22_17:20:00,4.0,False,4.0,-0.3901511522182721,7,-0.13005038407275737,kelly_low|ev_low|odds_low|,0,False,100.0,1,0.0,10446.269621061965,11200.0,753.7303789380348,0.0
2023-09-22,17:20:00,NEWBURY,Dubai Souq,1m2f,3.0,5.0,5.4,0.21993403703353218,2023-09-22_17:20:00,2.0,True,5.0,0.09967018516766091,7,0.024917546291915227,odds_low|,0,False,100.0,0,0.0,10446.269621061965,11200.0,753.7303789380348,0.0
2023-09-23,14:05:00,NEWBURY,Salt Bay,1m5½f,2.0,5.5,6.13,0.18540768855718281,2023-09-23_14:05:00,2.0,True,5.5,0.019742287064505537,7,0.004387174903223452,,0,True,100.0,0,-100.0,10246.269621061965,11200.0,953.7303789380348,-1.0
2023-09-23,14:05:00,NEWBURY,Get Shirty,1m5½f,5.0,8.0,9.13,0.14795884864406406,2023-09-23_14:05:00,4.0,False,8.0,0.18367078915251256,7,0.02623868416464465,,0,True,100.0,0,-100.0,10246.269621061965,11200.0,953.7303789380348,-1.0
2023-09-23,15:50:00,NEWBURY,Trafalgar Square,7f,6.0,3.75,4.0,0.22765832135418304,2023-09-23_15:50:00,2.0,True,3.75,-0.14628129492181352,7,-0.05319319815338674,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,10846.269621061965,11200.0,353.73037893803485,0.0
2023-09-23,15:50:00,NEWBURY,Feigning Madness,7f,1.0,7.0,8.8,0.17293912529885858,2023-09-23_15:50:00,4.0,False,7.0,0.21057387709201003,7,0.03509564618200167,,0,True,100.0,1,600.0,10846.269621061965,11200.0,353.73037893803485,6.0
